,Country,Variable of Greenhouse gas,Year,PowerCode,Carbon dioxide_value,Methane_Value,Nitrous oxide_Value,Variable of Ambient Particulate Matter,Particulates (PM2.5) _Value
771,Spain,Total  emissions excluding LULUCF,2018,Thousands,270052.271,38331.851,18165.836,Total man-made emissions,144.883
772,Spain,Total  emissions excluding LULUCF,2019,Thousands,251825.149,37828.273,17920.085,Total man-made emissions,127.046
773,Spain,Total  emissions excluding LULUCF,2020,Thousands,213339.721,37738.775,18233.673,Total man-made emissions,120.348
774,Sweden,Total  emissions excluding LULUCF,1990,Thousands,57580.09,7414.814,5769.657,Total man-made emissions,45.085
775,Sweden,Total  emissions excluding LULUCF,1991,Thousands,57950.551,7405.901,5644.39,Total man-made emissions,45.043
776,Sweden,Total  emissions excluding LULUCF,1992,Thousands,57688.9,7532.798,5486.692,Total man-made emissions,43.817
777,Sweden,Total  emissions excluding LULUCF,1993,Thousands,57725.985,7505.107,5696.346,Total man-made emissions,44.155
778,Sweden,Total  emissions excluding LULUCF,1994,Thousands,60186.577,7439.762,5725.061,Total man-made emissions,43.075
779,Sweden,Total  emissions excluding LULUCF,1995,Thousands,59605.074,7351.685,5603.448,Total man-made emissions,42.327
780,Sweden,Total  emissions excluding LULUCF,1996,Thousands,63521.837,7363.39,5614.526,Total man-made emissions,41.809
781,Sweden,Total  emissions excluding LULUCF,1997,Thousands,58425.368,7299.857,5619.804,Total man-made emissions,38.671
782,Sweden,Total  emissions excluding LULUCF,1998,Thousands,58893.226,7195.286,5655.333,Total man-made emissions,36.331
783,Sweden,Total  emissions excluding LULUCF,1999,Thousands,56031.844,7001.093,5436.704,Total man-made emissions,34.115
784,Sweden,Total  emissions excluding LULUCF,2000,Thousands,54890.663,6836.365,5346.264,Total man-made emissions,33.637
785,Sweden,Total  emissions excluding LULUCF,2001,Thousands,55821.961,6765.372,5225.569,Total man-made emissions,32.53
786,Sweden,Total  emissions excluding LULUCF,2002,Thousands,56791.591,6513.451,5105.057,Total man-made emissions,31.756
787,Sweden,Total  emissions excluding LULUCF,2003,Thousands,57371.496,6299.882,5066.378,Total man-made emissions,32.26
788,Sweden,Total  emissions excluding LULUCF,2004,Thousands,56682.884,6319.757,5073.334,Total man-made emissions,30.95
789,Sweden,Total  emissions excluding LULUCF,2005,Thousands,54066.087,6127.808,4965.535,Total man-made emissions,31.332
790,Sweden,Total  emissions excluding LULUCF,2006,Thousands,53885.099,6009.207,4907.302,Total man-made emissions,29.464
791,Sweden,Total  emissions excluding LULUCF,2007,Thousands,53151.971,5749.294,4744.791,Total man-made emissions,29.132
792,Sweden,Total  emissions excluding LULUCF,2008,Thousands,51070.465,5475.436,4827.601,Total man-made emissions,27.675
793,Sweden,Total  emissions excluding LULUCF,2009,Thousands,47421.459,5325.915,4659.853,Total man-made emissions,26.125
794,Sweden,Total  emissions excluding LULUCF,2010,Thousands,53287.345,5211.991,4829.251,Total man-made emissions,26.309
795,Sweden,Total  emissions excluding LULUCF,2011,Thousands,49405.178,5055.335,4534.657,Total man-made emissions,25.683
796,Sweden,Total  emissions excluding LULUCF,2012,Thousands,46918.582,4874.586,4495.671,Total man-made emissions,24.067
797,Sweden,Total  emissions excluding LULUCF,2013,Thousands,45351.341,4783.492,4538.135,Total man-made emissions,23.356
798,Sweden,Total  emissions excluding LULUCF,2014,Thousands,43477.929,4635.903,4599.199,Total man-made emissions,20.295
799,Sweden,Total  emissions excluding LULUCF,2015,Thousands,43741.733,4518.763,4635.537,Total man-made emissions,18.96
800,Sweden,Total  emissions excluding LULUCF,2016,Thousands,43415.985,4441.115,4617.418,Total man-made emissions,19.092
801,Sweden,Total  emissions excluding LULUCF,2017,Thousands,42704.238,4407.098,4806.37,Total man-made emissions,19.394
802,Sweden,Total  emissions excluding LULUCF,2018,Thousands,42094.909,4320.833,4596.055,Total man-made emissions,18.305
803,Sweden,Total  emissions excluding LULUCF,2019,Thousands,40982.492,4179.64,4573.856,Total man-made emissions,17.4
804,Sweden,Total  emissions excluding LULUCF,2020,Thousands,36515.101,4110.198,4616.688,Total man-made emissions,16.866
805,Switzerland,Total  emissions excluding LULUCF,1990,Thousands,44159.882,5791.794,3361.045,Total man-made emissions,16.527
806,Switzerland,Total  emissions excluding LULUCF,1991,Thousands,46133.385,5732.144,3368.754,Total man-made emissions,16.726
807,Switzerland,Total  emissions excluding LULUCF,1992,Thousands,46016.512,5666.693,3320.949,Total man-made emissions,16.096
808,Switzerland,Total  emissions excluding LULUCF,1993,Thousands,43611.87,5564.8,3330.637,Total man-made emissions,15.325
809,Switzerland,Total  emissions excluding LULUCF,1994,Thousands,42676.629,5505.466,3298.135,Total man-made emissions,14.555
810,Switzerland,Total  emissions excluding LULUCF,1995,Thousands,43419.264,5516.86,3331.041,Total man-made emissions,14.174
811,Switzerland,Total  emissions excluding LULUCF,1996,Thousands,44107.436,5469.617,3340.478,Total man-made emissions,14.022
812,Switzerland,Total  emissions excluding LULUCF,1997,Thousands,43047.483,5327.25,3289.36,Total man-made emissions,13.055
813,Switzerland,Total  emissions excluding LULUCF,1998,Thousands,44622.854,5268.037,3213.021,Total man-made emissions,12.596
814,Switzerland,Total  emissions excluding LULUCF,1999,Thousands,44445.646,5185.812,3242.925,Total man-made emissions,12.257
815,Switzerland,Total  emissions excluding LULUCF,2000,Thousands,43622.369,5141.089,3276.43,Total man-made emissions,11.727
816,Switzerland,Total  emissions excluding LULUCF,2001,Thousands,45077.498,5174.132,3253.372,Total man-made emissions,11.497
817,Switzerland,Total  emissions excluding LULUCF,2002,Thousands,43463.863,5128.536,3322.773,Total man-made emissions,10.929
818,Switzerland,Total  emissions excluding LULUCF,2003,Thousands,44647.716,5050.237,3181.485,Total man-made emissions,10.884
819,Switzerland,Total  emissions excluding LULUCF,2004,Thousands,45238.267,5036.212,3106.004,Total man-made emissions,10.718
820,Switzerland,Total  emissions excluding LULUCF,2005,Thousands,45778.558,5077.3,3132.216,Total man-made emissions,10.674
821,Switzerland,Total  emissions excluding LULUCF,2006,Thousands,45373.349,5090.598,3107.938,Total man-made emissions,10.487
822,Switzerland,Total  emissions excluding LULUCF,2007,Thousands,43368.761,5071.6,3149.109,Total man-made emissions,10.099
823,Switzerland,Total  emissions excluding LULUCF,2008,Thousands,44710.572,5146.681,3071.169,Total man-made emissions,10.152
824,Switzerland,Total  emissions excluding LULUCF,2009,Thousands,43538.552,5044.221,2949.823,Total man-made emissions,9.544
825,Switzerland,Total  emissions excluding LULUCF,2010,Thousands,45045.709,5019.077,3085.18,Total man-made emissions,9.37
826,Switzerland,Total  emissions excluding LULUCF,2011,Thousands,40985.233,4967.336,3005.979,Total man-made emissions,8.376
827,Switzerland,Total  emissions excluding LULUCF,2012,Thousands,42253.032,4946.217,2980.239,Total man-made emissions,8.196
828,Switzerland,Total  emissions excluding LULUCF,2013,Thousands,43187.726,4874.407,2987.483,Total man-made emissions,7.949
829,Switzerland,Total  emissions excluding LULUCF,2014,Thousands,39233.632,4865.211,2968.774,Total man-made emissions,7.093
830,Switzerland,Total  emissions excluding LULUCF,2015,Thousands,38731.82,4838.15,2973.602,Total man-made emissions,6.866
831,Switzerland,Total  emissions excluding LULUCF,2016,Thousands,39185.341,4804.345,2904.786,Total man-made emissions,6.778
832,Switzerland,Total  emissions excluding LULUCF,2017,Thousands,38178.641,4746.605,3058.75,Total man-made emissions,6.667
833,Switzerland,Total  emissions excluding LULUCF,2018,Thousands,36873.818,4711.633,2926.448,Total man-made emissions,6.417
834,Switzerland,Total  emissions excluding LULUCF,2019,Thousands,36733.064,4633.023,2994.028,Total man-made emissions,6.231
835,Switzerland,Total  emissions excluding LULUCF,2020,Thousands,34240.967,4587.535,2902.846,Total man-made emissions,5.923
836,T眉rkiye,Total  emissions excluding LULUCF,1990,Thousands,151664.532,42479.305,24950.867,Total man-made emissions,502.686
837,T眉rkiye,Total  emissions excluding LULUCF,1991,Thousands,158140.727,43366.881,24733.993,Total man-made emissions,492.504
838,T眉rkiye,Total  emissions excluding LULUCF,1992,Thousands,164061.435,43276.91,25252.017,Total man-made emissions,482.322
839,T眉rkiye,Total  emissions excluding LULUCF,1993,Thousands,171133.724,43057.649,26041.356,Total man-made emissions,472.14
840,T眉rkiye,Total  emissions excluding LULUCF,1994,Thousands,167560.891,42774.366,23565.443,Total man-made emissions,461.958
841,T眉rkiye,Total  emissions excluding LULUCF,1995,Thousands,181481.826,42601.951,23865.752,Total man-made emissions,451.776
842,T眉rkiye,Total  emissions excluding LULUCF,1996,Thousands,199582.745,42956.033,24536.022,Total man-made emissions,439.652
843,T眉rkiye,Total  emissions excluding LULUCF,1997,Thousands,212037.409,42216.697,24044.033,Total man-made emissions,427.527
844,T眉rkiye,Total  emissions excluding LULUCF,1998,Thousands,212069.926,42410.732,25330.398,Total man-made emissions,415.403
845,T眉rkiye,Total  emissions excluding LULUCF,1999,Thousands,207857.771,43774.811,25630.056,Total man-made emissions,403.278
846,T眉rkiye,Total  emissions excluding LULUCF,2000,Thousands,229858.207,43655.61,24766.349,Total man-made emissions,391.154
847,T眉rkiye,Total  emissions excluding LULUCF,2001,Thousands,213483.471,42891.674,22592.203,Total man-made emissions,386.012
848,T眉rkiye,Total  emissions excluding LULUCF,2002,Thousands,221148.221,40945.944,22587.081,Total man-made emissions,380.87
849,T眉rkiye,Total  emissions excluding LULUCF,2003,Thousands,236683.29,42944.562,24000.223,Total man-made emissions,375.727
850,T眉rkiye,Total  emissions excluding LULUCF,2004,Thousands,244688.735,43483.325,24796.671,Total man-made emissions,370.585
851,T眉rkiye,Total  emissions excluding LULUCF,2005,Thousands,264768.615,45154.156,25339.068,Total man-made emissions,365.443
852,T眉rkiye,Total  emissions excluding LULUCF,2006,Thousands,282266.691,46590.11,27200.698,Total man-made emissions,380.71
853,T眉rkiye,Total  emissions excluding LULUCF,2007,Thousands,313578.157,49067.583,26305.396,Total man-made emissions,395.978
854,T眉rkiye,Total  emissions excluding LULUCF,2008,Thousands,310532.303,50138.445,24751.309,Total man-made emissions,411.245
855,T眉rkiye,Total  emissions excluding LULUCF,2009,Thousands,316319.322,49864.058,26552.1,Total man-made emissions,426.513
856,T眉rkiye,Total  emissions excluding LULUCF,2010,Thousands,316036.475,51611.652,27446.02,Total man-made emissions,441.78
857,T眉rkiye,Total  emissions excluding LULUCF,2011,Thousands,341862.344,54130.906,28518.849,Total man-made emissions,430.018
858,T眉rkiye,Total  emissions excluding LULUCF,2012,Thousands,355882.64,57795.079,29643.327,Total man-made emissions,418.256
859,T眉rkiye,Total  emissions excluding LULUCF,2013,Thousands,347152.667,56631.468,31454.698,Total man-made emissions,406.493
860,T眉rkiye,Total  emissions excluding LULUCF,2014,Thousands,363866.339,58522.697,31718.952,Total man-made emissions,394.731
861,T眉rkiye,Total  emissions excluding LULUCF,2015,Thousands,384330.489,52775.408,32320.329,Total man-made emissions,382.969
862,T眉rkiye,Total  emissions excluding LULUCF,2016,Thousands,405304.505,55557.146,34408.551,Total man-made emissions,382.506
863,T眉rkiye,Total  emissions excluding LULUCF,2017,Thousands,430220.402,56777.501,35587.929,Total man-made emissions,382.043
864,T眉rkiye,Total  emissions excluding LULUCF,2018,Thousands,422568.908,60346.309,35456.302,Total man-made emissions,381.579
865,T眉rkiye,Total  emissions excluding LULUCF,2019,Thousands,401719.742,63135.328,36981.138,Total man-made emissions,381.116
866,T眉rkiye,Total  emissions excluding LULUCF,2020,Thousands,413433.085,63988.98,40468.355,Total man-made emissions,388.844
867,United Kingdom,Total  emissions excluding LULUCF,1990,Thousands,602652.078,129824.708,47288.892,Total man-made emissions,251.439
868,United Kingdom,Total  emissions excluding LULUCF,1991,Thousands,610098.954,130586.881,47521.115,Total man-made emissions,250.128
869,United Kingdom,Total  emissions excluding LULUCF,1992,Thousands,594499.057,130467.641,42585.561,Total man-made emissions,242.874
870,United Kingdom,Total  emissions excluding LULUCF,1993,Thousands,580276.823,129018.337,38345.676,Total man-made emissions,223.608
871,United Kingdom,Total  emissions excluding LULUCF,1994,Thousands,574683.241,122160.738,38990.763,Total man-made emissions,214.521
872,United Kingdom,Total  emissions excluding LULUCF,1995,Thousands,566852.196,123790.662,37650.457,Total man-made emissions,194.983
873,United Kingdom,Total  emissions excluding LULUCF,1996,Thousands,587450.906,123024.702,37731.236,Total man-made emissions,189.432
874,United Kingdom,Total  emissions excluding LULUCF,1997,Thousands,563386.577,120599.979,38090.24,Total man-made emissions,179.476
875,United Kingdom,Total  emissions excluding LULUCF,1998,Thousands,569237.783,117203.368,38117.557,Total man-made emissions,169.954
876,United Kingdom,Total  emissions excluding LULUCF,1999,Thousands,562344.301,111684.533,28599.347,Total man-made emissions,166.053
877,United Kingdom,Total  emissions excluding LULUCF,2000,Thousands,569744.209,106417.596,27969.479,Total man-made emissions,148.997
878,United Kingdom,Total  emissions excluding LULUCF,2001,Thousands,578698.598,101650.853,26564.33,Total man-made emissions,145.545
879,United Kingdom,Total  emissions excluding LULUCF,2002,Thousands,561014.63,99232.319,24864.619,Total man-made emissions,129.352
880,United Kingdom,Total  emissions excluding LULUCF,2003,Thousands,572373.661,94320.121,24400.747,Total man-made emissions,128.034
881,United Kingdom,Total  emissions excluding LULUCF,2004,Thousands,574200.863,89824.526,25015.249,Total man-made emissions,124.682
882,United Kingdom,Total  emissions excluding LULUCF,2005,Thousands,571126.89,85387.718,24128.267,Total man-made emissions,123.301
883,United Kingdom,Total  emissions excluding LULUCF,2006,Thousands,568698.066,81117.92,22984.832,Total man-made emissions,121.288
884,United Kingdom,Total  emissions excluding LULUCF,2007,Thousands,560512.739,77308.443,23028.497,Total man-made emissions,111.803
885,United Kingdom,Total  emissions excluding LULUCF,2008,Thousands,545791.866,71521.2,22217.426,Total man-made emissions,102.939
886,United Kingdom,Total  emissions excluding LULUCF,2009,Thousands,494923.488,67166.468,20764.723,Total man-made emissions,95.309
887,United Kingdom,Total  emissions excluding LULUCF,2010,Thousands,512736.335,62459.396,21195.385,Total man-made emissions,98.961
888,United Kingdom,Total  emissions excluding LULUCF,2011,Thousands,470509.119,59789.104,20290.465,Total man-made emissions,91.541
889,United Kingdom,Total  emissions excluding LULUCF,2012,Thousands,488176.363,58172.729,20042.916,Total man-made emissions,91.602
890,United Kingdom,Total  emissions excluding LULUCF,2013,Thousands,478310.995,54001.012,20144.731,Total man-made emissions,91.858
891,United Kingdom,Total  emissions excluding LULUCF,2014,Thousands,439505.394,52032.403,20692.18,Total man-made emissions,88.823
892,United Kingdom,Total  emissions excluding LULUCF,2015,Thousands,423162.942,51023.497,20351.084,Total man-made emissions,87.243
893,United Kingdom,Total  emissions excluding LULUCF,2016,Thousands,400145.839,49257.553,20048.492,Total man-made emissions,84.774
894,United Kingdom,Total  emissions excluding LULUCF,2017,Thousands,388085.916,49656.347,20533.617,Total man-made emissions,86.301
895,United Kingdom,Total  emissions excluding LULUCF,2018,Thousands,380444.859,49131.551,20374.23,Total man-made emissions,89.071
896,United Kingdom,Total  emissions excluding LULUCF,2019,Thousands,365468.409,48833.315,20367.793,Total man-made emissions,85.73
897,United Kingdom,Total  emissions excluding LULUCF,2020,Thousands,326920.693,46759.993,19298.291,Total man-made emissions,79.68
898,United States,Total  emissions excluding LULUCF,1990,Thousands,5122496.248,780814.1,450473.41,Total man-made emissions,6858.432
899,United States,Total  emissions excluding LULUCF,1991,Thousands,5064987.175,786216.075,441053.164,Total man-made emissions,6640.704
900,United States,Total  emissions excluding LULUCF,1992,Thousands,5175219.975,785948.58,440842.72,Total man-made emissions,6530.026
901,United States,Total  emissions excluding LULUCF,1993,Thousands,5274362.63,774970.917,469058.277,Total man-made emissions,6485.573
902,United States,Total  emissions excluding LULUCF,1994,Thousands,5365578.825,781530.515,454692.881,Total man-made emissions,6842.102
903,United States,Total  emissions excluding LULUCF,1995,Thousands,5427798.477,773178.679,466534.267,Total man-made emissions,6285.989
904,United States,Total  emissions excluding LULUCF,1996,Thousands,5616430.864,766960.953,478534.679,Total man-made emissions,6100.325
905,United States,Total  emissions excluding LULUCF,1997,Thousands,5691864.597,753360.047,464561.04,Total man-made emissions,5675.849
906,United States,Total  emissions excluding LULUCF,1998,Thousands,5737129.37,739512.92,465356.385,Total man-made emissions,5679.64
907,United States,Total  emissions excluding LULUCF,1999,Thousands,5810331.395,722787.84,455150.193,Total man-made emissions,6541.609
908,United States,Total  emissions excluding LULUCF,2000,Thousands,6016350.574,718072.375,442316.425,Total man-made emissions,6611.687
909,United States,Total  emissions excluding LULUCF,2001,Thousands,5911988.517,711383.084,457954.447,Total man-made emissions,6346.438
910,United States,Total  emissions excluding LULUCF,2002,Thousands,5952698.581,704240.991,456429.518,Total man-made emissions,4240.357
911,United States,Total  emissions excluding LULUCF,2003,Thousands,6015804.219,703815.454,457293.994,Total man-made emissions,4315.619
912,United States,Total  emissions excluding LULUCF,2004,Thousands,6117962.686,698669.14,467343.911,Total man-made emissions,4389.449
913,United States,Total  emissions excluding LULUCF,2005,Thousands,6137603.445,697459.132,453332.964,Total man-made emissions,4462.487
914,United States,Total  emissions excluding LULUCF,2006,Thousands,6057163.161,703278.721,450981.127,Total man-made emissions,4593.526
915,United States,Total  emissions excluding LULUCF,2007,Thousands,6135287.208,706288.309,461179.912,Total man-made emissions,4724.565
916,United States,Total  emissions excluding LULUCF,2008,Thousands,5918868.654,714423.671,444687.886,Total man-made emissions,4550.096
917,United States,Total  emissions excluding LULUCF,2009,Thousands,5482977.899,702509.902,443411.778,Total man-made emissions,4526.303
918,United States,Total  emissions excluding LULUCF,2010,Thousands,5681392.035,705311.78,452709.362,Total man-made emissions,4504.661
919,United States,Total  emissions excluding LULUCF,2011,Thousands,5546628.958,679771.452,443410.868,Total man-made emissions,4512.807
920,United States,Total  emissions excluding LULUCF,2012,Thousands,5345454.261,674575.227,414617.44,Total man-made emissions,4367.639
921,United States,Total  emissions excluding LULUCF,2013,Thousands,5480926.097,670076.216,461722.199,Total man-made emissions,4222.47
922,United States,Total  emissions excluding LULUCF,2014,Thousands,5528871.276,666072.513,471769.746,Total man-made emissions,4077.302
923,United States,Total  emissions excluding LULUCF,2015,Thousands,5376577.933,666713.762,466466.835,Total man-made emissions,3939.963
924,United States,Total  emissions excluding LULUCF,2016,Thousands,5251757.629,657592.193,449199.711,Total man-made emissions,3786.711
925,United States,Total  emissions excluding LULUCF,2017,Thousands,5210957.584,663758.347,444577.114,Total man-made emissions,3652.227
926,United States,Total  emissions excluding LULUCF,2018,Thousands,5376657.233,671097.628,457717.215,Total man-made emissions,3771.162
927,United States,Total  emissions excluding LULUCF,2019,Thousands,5259143.836,668826.698,456808.874,Total man-made emissions,3606.182
928,United States,Total  emissions excluding LULUCF,2020,Thousands,4715691.109,650419.183,426053.931,Total man-made emissions,3594.483
929,Chile,Total  emissions excluding LULUCF,1990,Thousands,32252.755,11527.556,5411.979,NA,NA
930,Chile,Total  emissions excluding LULUCF,1991,Thousands,30600.233,11280.659,5425.162,NA,NA
931,Chile,Total  emissions excluding LULUCF,1992,Thousands,31912.562,11397.195,5658.98,NA,NA
932,Chile,Total  emissions excluding LULUCF,1993,Thousands,34041.635,11537.443,5837.664,NA,NA
933,Chile,Total  emissions excluding LULUCF,1994,Thousands,36703.52,11809.337,5992.274,NA,NA
934,Chile,Total  emissions excluding LULUCF,1995,Thousands,39875.03,11815.246,6175.176,NA,NA
935,Chile,Total  emissions excluding LULUCF,1996,Thousands,45712.3,11894.263,6186.329,NA,NA
936,Chile,Total  emissions excluding LULUCF,1997,Thousands,52592.522,12376.882,6403.09,NA,NA
937,Chile,Total  emissions excluding LULUCF,1998,Thousands,53536.298,12427.215,6386.027,NA,NA
938,Chile,Total  emissions excluding LULUCF,1999,Thousands,56063.548,12637.435,6445.405,NA,NA
939,Chile,Total  emissions excluding LULUCF,2000,Thousands,53317.937,13034.04,6461.185,NA,NA
940,Chile,Total  emissions excluding LULUCF,2001,Thousands,50961.71,13309.036,6564.217,NA,NA
941,Chile,Total  emissions excluding LULUCF,2002,Thousands,51967.342,13440.636,6671.829,NA,NA
942,Chile,Total  emissions excluding LULUCF,2003,Thousands,52697.29,13456.601,6587.158,NA,NA
943,Chile,Total  emissions excluding LULUCF,2004,Thousands,57767.593,13949.042,7020.537,NA,NA
944,Chile,Total  emissions excluding LULUCF,2005,Thousands,58532.582,14280.611,6955.237,Total man-made emissions,350.643
945,Chile,Total  emissions excluding LULUCF,2006,Thousands,60380.002,14746.909,7056.27,Total man-made emissions,352.89
946,Chile,Total  emissions excluding LULUCF,2007,Thousands,69233.441,14198.618,7329.595,Total man-made emissions,361.209
947,Chile,Total  emissions excluding LULUCF,2008,Thousands,70348.403,13481.343,6587.142,Total man-made emissions,378.153
948,Chile,Total  emissions excluding LULUCF,2009,Thousands,67401.09,12962.131,6652.134,Total man-made emissions,381.378
949,Chile,Total  emissions excluding LULUCF,2010,Thousands,67152.523,12948.476,6496.988,Total man-made emissions,381.729
950,Chile,Total  emissions excluding LULUCF,2011,Thousands,75930.456,12900.176,6050.271,Total man-made emissions,385.13
951,Chile,Total  emissions excluding LULUCF,2012,Thousands,81150.916,13125.43,6222.045,Total man-made emissions,383.858
952,Chile,Total  emissions excluding LULUCF,2013,Thousands,80260.563,13842.601,6440.033,Total man-made emissions,380.986
953,Chile,Total  emissions excluding LULUCF,2014,Thousands,76569.937,13856.355,6378.07,Total man-made emissions,277.823
954,Chile,Total  emissions excluding LULUCF,2015,Thousands,83042.434,14235.557,6352.266,Total man-made emissions,125.039
955,Chile,Total  emissions excluding LULUCF,2016,Thousands,86507.198,14214.786,6368.013,Total man-made emissions,131.661
956,Chile,Total  emissions excluding LULUCF,2017,Thousands,87003.011,14376.876,6442.611,Total man-made emissions,135.924
957,Chile,Total  emissions excluding LULUCF,2018,Thousands,87191.736,14758.927,6419.933,Total man-made emissions,112.004
958,Estonia,Total  emissions excluding LULUCF,1990,Thousands,36922.213,1912.515,1340.446,NA,NA
959,Estonia,Total  emissions excluding LULUCF,1991,Thousands,34138.629,1846.432,1310.215,NA,NA
960,Estonia,Total  emissions excluding LULUCF,1992,Thousands,24422.898,1606.626,1089.529,NA,NA
961,Estonia,Total  emissions excluding LULUCF,1993,Thousands,19439.861,1375.461,851.842,NA,NA
962,Estonia,Total  emissions excluding LULUCF,1994,Thousands,20046.154,1333.376,775.77,NA,NA
963,Estonia,Total  emissions excluding LULUCF,1995,Thousands,18066.413,1284.38,698.207,NA,NA
964,Estonia,Total  emissions excluding LULUCF,1996,Thousands,19042.308,1296.533,656.802,NA,NA
965,Estonia,Total  emissions excluding LULUCF,1997,Thousands,18684.563,1353.581,667.795,NA,NA
966,Estonia,Total  emissions excluding LULUCF,1998,Thousands,16942.19,1311.047,691.649,NA,NA
967,Estonia,Total  emissions excluding LULUCF,1999,Thousands,15955.205,1225.109,604.758,NA,NA
968,Estonia,Total  emissions excluding LULUCF,2000,Thousands,15500.382,1259.908,637.472,Total man-made emissions,12.019
969,Estonia,Total  emissions excluding LULUCF,2001,Thousands,15900.311,1295.685,614.73,Total man-made emissions,12.054
970,Estonia,Total  emissions excluding LULUCF,2002,Thousands,15383.117,1243.433,586.337,Total man-made emissions,12.571
971,Estonia,Total  emissions excluding LULUCF,2003,Thousands,17278.976,1252.026,625.12,Total man-made emissions,11.269
972,Estonia,Total  emissions excluding LULUCF,2004,Thousands,17342.298,1268.796,659.043,Total man-made emissions,10.529
973,Estonia,Total  emissions excluding LULUCF,2005,Thousands,17109.785,1239.497,672.165,Total man-made emissions,10.054
974,Estonia,Total  emissions excluding LULUCF,2006,Thousands,16454.333,1230.328,660.987,Total man-made emissions,8.866
975,Estonia,Total  emissions excluding LULUCF,2007,Thousands,19966.375,1247.424,719.967,Total man-made emissions,12.281
976,Estonia,Total  emissions excluding LULUCF,2008,Thousands,17890.232,1231.672,775.917,Total man-made emissions,8.473
977,Estonia,Total  emissions excluding LULUCF,2009,Thousands,14440.645,1245.166,725.471,Total man-made emissions,7.918
978,Estonia,Total  emissions excluding LULUCF,2010,Thousands,19002.517,1253.873,746.475,Total man-made emissions,11.894
979,Estonia,Total  emissions excluding LULUCF,2011,Thousands,18984.222,1208.024,756.039,Total man-made emissions,16.657
980,Estonia,Total  emissions excluding LULUCF,2012,Thousands,17794.827,1224.897,807.827,Total man-made emissions,7.875
981,Estonia,Total  emissions excluding LULUCF,2013,Thousands,19697.905,1217.11,805.933,Total man-made emissions,10.335
982,Estonia,Total  emissions excluding LULUCF,2014,Thousands,18860.397,1190.775,832.869,Total man-made emissions,8.852
983,Estonia,Total  emissions excluding LULUCF,2015,Thousands,15846.9,1095.872,868.218,Total man-made emissions,7.427
984,Estonia,Total  emissions excluding LULUCF,2016,Thousands,17559.353,1084.243,841.06,Total man-made emissions,6.888
985,Estonia,Total  emissions excluding LULUCF,2017,Thousands,18762.487,1095.349,873.329,Total man-made emissions,7.126
986,Estonia,Total  emissions excluding LULUCF,2018,Thousands,17935.074,1093.135,862.503,Total man-made emissions,6.98
987,Estonia,Total  emissions excluding LULUCF,2019,Thousands,12380.19,1098.3,928.457,Total man-made emissions,5.855
988,Estonia,Total  emissions excluding LULUCF,2020,Thousands,9343.01,1095.455,929.681,Total man-made emissions,5.901
989,Israel,Total  emissions excluding LULUCF,1996,Thousands,52232,3522.91,1898.44,NA,NA
990,Israel,Total  emissions excluding LULUCF,2000,Thousands,61067.818,3888.33,2206.712,NA,NA
991,Israel,Total  emissions excluding LULUCF,2003,Thousands,62534.542,4912.487,2446.25,NA,NA
992,Israel,Total  emissions excluding LULUCF,2004,Thousands,62459.544,5190.976,2568.776,NA,NA
993,Israel,Total  emissions excluding LULUCF,2005,Thousands,62734.167,5513.296,2572.56,NA,NA
994,Israel,Total  emissions excluding LULUCF,2006,Thousands,63760.604,5810.992,2594.401,NA,NA
995,Israel,Total  emissions excluding LULUCF,2007,Thousands,66585.271,6024.291,2787.63,NA,NA
996,Israel,Total  emissions excluding LULUCF,2008,Thousands,66068.73,6258.848,2641.06,NA,NA
997,Israel,Total  emissions excluding LULUCF,2009,Thousands,63244.641,6384.262,2404.175,NA,NA
998,Israel,Total  emissions excluding LULUCF,2010,Thousands,65110.026,6730.946,2464.241,NA,NA
999,Israel,Total  emissions excluding LULUCF,2011,Thousands,67164.842,6755.228,1982.796,NA,NA
1000,Israel,Total  emissions excluding LULUCF,2012,Thousands,72431.718,6964.439,2314.56,NA,NA
1001,Israel,Total  emissions excluding LULUCF,2013,Thousands,66310.985,6991.465,2290.118,NA,NA
1002,Israel,Total  emissions excluding LULUCF,2014,Thousands,64306.368,7121.881,2398.093,NA,NA
1003,Israel,Total  emissions excluding LULUCF,2015,Thousands,66118.768,7142.251,2350.543,NA,NA
1004,Israel,Total  emissions excluding LULUCF,2016,Thousands,65176.723,7294.149,2305.74,NA,NA
1005,Israel,Total  emissions excluding LULUCF,2017,Thousands,64898.833,7326.163,1827.442,NA,NA
1006,Israel,Total  emissions excluding LULUCF,2018,Thousands,64547.704,7390.545,1976.257,NA,NA
1007,Israel,Total  emissions excluding LULUCF,2019,Thousands,65795.32,7332.277,1958.603,NA,NA
1008,Russia,Total  emissions excluding LULUCF,1990,Thousands,2534865.06,435938.245,139337.05,NA,NA
1009,Russia,Total  emissions excluding LULUCF,1991,Thousands,2405531.915,414497.077,129870.558,NA,NA
1010,Russia,Total  emissions excluding LULUCF,1992,Thousands,1965610.204,392961.974,119308.089,NA,NA
1011,Russia,Total  emissions excluding LULUCF,1993,Thousands,1865939.469,374846.152,108643.398,NA,NA
1012,Russia,Total  emissions excluding LULUCF,1994,Thousands,1646941.737,348133.71,94917.548,NA,NA
1013,Russia,Total  emissions excluding LULUCF,1995,Thousands,1618951.17,331854.152,87416.537,NA,NA
