,Country,Variable of Greenhouse gas,Year,PowerCode,Carbon dioxide_value,Methane_Value,Nitrous oxide_Value,Variable of Ambient Particulate Matter,Particulates (PM2.5) _Value
1,Australia,Total  emissions excluding LULUCF,1990,Thousands,278154.156,125133.249,16084.645,NA,NA
2,Australia,Total  emissions excluding LULUCF,1991,Thousands,279528.51,124199.252,15683.914,NA,NA
3,Australia,Total  emissions excluding LULUCF,1992,Thousands,284525.345,123239.844,15513.318,NA,NA
4,Australia,Total  emissions excluding LULUCF,1993,Thousands,288870.537,120116.183,15972.742,NA,NA
5,Australia,Total  emissions excluding LULUCF,1994,Thousands,293696.553,117269.417,16394.37,NA,NA
6,Australia,Total  emissions excluding LULUCF,1995,Thousands,305002.996,115838.534,15562.643,NA,NA
7,Australia,Total  emissions excluding LULUCF,1996,Thousands,311886.129,115157.293,16826.27,NA,NA
8,Australia,Total  emissions excluding LULUCF,1997,Thousands,320282.63,118004.542,17617.69,NA,NA
9,Australia,Total  emissions excluding LULUCF,1998,Thousands,334075.978,117834.999,17673.208,NA,NA
10,Australia,Total  emissions excluding LULUCF,1999,Thousands,343488.633,114164.528,18148.092,NA,NA
11,Australia,Total  emissions excluding LULUCF,2000,Thousands,349635.487,118052.176,19088.84,NA,NA
12,Australia,Total  emissions excluding LULUCF,2001,Thousands,357132.367,117110.619,19403.205,NA,NA
13,Australia,Total  emissions excluding LULUCF,2002,Thousands,361540.81,115485.969,19909.199,NA,NA
14,Australia,Total  emissions excluding LULUCF,2003,Thousands,369279.512,108530.051,18758.96,NA,NA
15,Australia,Total  emissions excluding LULUCF,2004,Thousands,382820.89,110016.933,20441.003,NA,NA
16,Australia,Total  emissions excluding LULUCF,2005,Thousands,386153.533,112300.306,20511.081,NA,NA
17,Australia,Total  emissions excluding LULUCF,2006,Thousands,392384.302,111294.128,20417.383,NA,NA
18,Australia,Total  emissions excluding LULUCF,2007,Thousands,399624.803,111645.922,18821.081,NA,NA
19,Australia,Total  emissions excluding LULUCF,2008,Thousands,404233.067,109033.21,19147.733,NA,NA
20,Australia,Total  emissions excluding LULUCF,2009,Thousands,407065.015,107797.783,19661.263,NA,NA
21,Australia,Total  emissions excluding LULUCF,2010,Thousands,405103.32,104768.449,19537.872,NA,NA
22,Australia,Total  emissions excluding LULUCF,2011,Thousands,403828.773,106310.044,20287.683,NA,NA
23,Australia,Total  emissions excluding LULUCF,2012,Thousands,406150.91,106641.053,20490.296,NA,NA
24,Australia,Total  emissions excluding LULUCF,2013,Thousands,397887.458,106249.156,19263.636,NA,NA
25,Australia,Total  emissions excluding LULUCF,2014,Thousands,393952.876,103494.595,19673.139,NA,NA
26,Australia,Total  emissions excluding LULUCF,2015,Thousands,401793.062,103955.984,19054.832,NA,NA
27,Australia,Total  emissions excluding LULUCF,2016,Thousands,411264.288,103078.58,19042.913,NA,NA
28,Australia,Total  emissions excluding LULUCF,2017,Thousands,414358.312,105002.792,20719.44,NA,NA
29,Australia,Total  emissions excluding LULUCF,2018,Thousands,416283.827,105796.248,19578.735,NA,NA
30,Australia,Total  emissions excluding LULUCF,2019,Thousands,416356.588,99367.624,18750.698,NA,NA
31,Australia,Total  emissions excluding LULUCF,2020,Thousands,399922.128,97303.626,18585.689,NA,NA
32,Austria,Total  emissions excluding LULUCF,1990,Thousands,62145.248,10110.683,4511.457,Total man-made emissions,27.034
33,Austria,Total  emissions excluding LULUCF,1991,Thousands,65743.938,9999.218,4541.583,NA,NA
34,Austria,Total  emissions excluding LULUCF,1992,Thousands,60243.908,9724.879,4322.959,NA,NA
35,Austria,Total  emissions excluding LULUCF,1993,Thousands,60670.57,9763.059,4330.323,NA,NA
36,Austria,Total  emissions excluding LULUCF,1994,Thousands,61045.756,9466.263,4271.79,NA,NA
37,Austria,Total  emissions excluding LULUCF,1995,Thousands,64023.072,9382.092,4337.622,Total man-made emissions,25.489
38,Austria,Total  emissions excluding LULUCF,1996,Thousands,67367.013,9075.427,4355.73,NA,NA
39,Austria,Total  emissions excluding LULUCF,1997,Thousands,67263.597,8780.316,4368.006,NA,NA
40,Austria,Total  emissions excluding LULUCF,1998,Thousands,66898.315,8612.597,4412.496,NA,NA
41,Austria,Total  emissions excluding LULUCF,1999,Thousands,65651.039,8436.131,4386.458,NA,NA
42,Austria,Total  emissions excluding LULUCF,2000,Thousands,66149.78,8224.685,4355.293,Total man-made emissions,23.899
43,Austria,Total  emissions excluding LULUCF,2001,Thousands,70149.508,8055.083,4221.83,Total man-made emissions,24.174
44,Austria,Total  emissions excluding LULUCF,2002,Thousands,71953.612,7919.361,4213.52,Total man-made emissions,23.299
45,Austria,Total  emissions excluding LULUCF,2003,Thousands,77460.983,7852.315,4203.137,Total man-made emissions,23.168
46,Austria,Total  emissions excluding LULUCF,2004,Thousands,77678.295,7847.126,3609.047,Total man-made emissions,22.56
47,Austria,Total  emissions excluding LULUCF,2005,Thousands,79078.106,7612.585,3606.68,Total man-made emissions,22.41
48,Austria,Total  emissions excluding LULUCF,2006,Thousands,76806.465,7492.245,3613.829,Total man-made emissions,21.918
49,Austria,Total  emissions excluding LULUCF,2007,Thousands,74106.78,7372.406,3631.873,Total man-made emissions,21.069
50,Austria,Total  emissions excluding LULUCF,2008,Thousands,73481.909,7228.032,3802.605,Total man-made emissions,20.22
51,Austria,Total  emissions excluding LULUCF,2009,Thousands,67298.655,7116.448,3579.907,Total man-made emissions,19.103
52,Austria,Total  emissions excluding LULUCF,2010,Thousands,72006.411,7007.823,3388.73,Total man-made emissions,19.68
53,Austria,Total  emissions excluding LULUCF,2011,Thousands,69893.113,6800.731,3493.375,Total man-made emissions,18.518
54,Austria,Total  emissions excluding LULUCF,2012,Thousands,67265.91,6680.692,3464.005,Total man-made emissions,18.075
55,Austria,Total  emissions excluding LULUCF,2013,Thousands,67759.445,6572.801,3446.724,Total man-made emissions,17.477
56,Austria,Total  emissions excluding LULUCF,2014,Thousands,64160,6431.701,3538.432,Total man-made emissions,15.936
57,Austria,Total  emissions excluding LULUCF,2015,Thousands,66348.823,6353.775,3555.141,Total man-made emissions,15.696
58,Austria,Total  emissions excluding LULUCF,2016,Thousands,67210.743,6282.521,3655.098,Total man-made emissions,15.293
59,Austria,Total  emissions excluding LULUCF,2017,Thousands,69592.825,6256.427,3593.011,Total man-made emissions,15.079
60,Austria,Total  emissions excluding LULUCF,2018,Thousands,66557.18,6047.181,3552.569,Total man-made emissions,14.052
61,Austria,Total  emissions excluding LULUCF,2019,Thousands,67936.185,5914.329,3550.726,Total man-made emissions,13.863
62,Austria,Total  emissions excluding LULUCF,2020,Thousands,62037.447,5819.441,3497.987,Total man-made emissions,13.182
63,Belgium,Total  emissions excluding LULUCF,1990,Thousands,120292.644,11517.597,10063.168,NA,NA
64,Belgium,Total  emissions excluding LULUCF,1991,Thousands,123362.363,11477.593,9930.207,NA,NA
65,Belgium,Total  emissions excluding LULUCF,1992,Thousands,122488.07,11400.281,9654.74,NA,NA
66,Belgium,Total  emissions excluding LULUCF,1993,Thousands,121422.702,11203.101,9928.957,NA,NA
67,Belgium,Total  emissions excluding LULUCF,1994,Thousands,124795.264,11233.978,10332.696,NA,NA
68,Belgium,Total  emissions excluding LULUCF,1995,Thousands,125933.051,11297.765,10815.427,NA,NA
69,Belgium,Total  emissions excluding LULUCF,1996,Thousands,129474.969,11160.709,11253.982,NA,NA
70,Belgium,Total  emissions excluding LULUCF,1997,Thousands,123983.505,11043.319,11031.311,NA,NA
71,Belgium,Total  emissions excluding LULUCF,1998,Thousands,130212.392,10869.661,10915.629,NA,NA
72,Belgium,Total  emissions excluding LULUCF,1999,Thousands,124704.147,10629.556,10921.397,NA,NA
73,Belgium,Total  emissions excluding LULUCF,2000,Thousands,126719.535,10217.41,10200.278,Total man-made emissions,39.869
74,Belgium,Total  emissions excluding LULUCF,2001,Thousands,126063.796,9796.527,9810.078,Total man-made emissions,38.994
75,Belgium,Total  emissions excluding LULUCF,2002,Thousands,126860.502,9395.488,9463.721,Total man-made emissions,36.461
76,Belgium,Total  emissions excluding LULUCF,2003,Thousands,128245.64,8876.168,8563.487,Total man-made emissions,36.805
77,Belgium,Total  emissions excluding LULUCF,2004,Thousands,128778.889,8818.274,8729.504,Total man-made emissions,36.624
78,Belgium,Total  emissions excluding LULUCF,2005,Thousands,125636.389,8597.871,8485.057,Total man-made emissions,34.134
79,Belgium,Total  emissions excluding LULUCF,2006,Thousands,123880.438,8510.995,7485.957,Total man-made emissions,34.617
80,Belgium,Total  emissions excluding LULUCF,2007,Thousands,120477.002,8406.884,6950.431,Total man-made emissions,32.485
81,Belgium,Total  emissions excluding LULUCF,2008,Thousands,120175.599,8239.603,6919.184,Total man-made emissions,32.209
82,Belgium,Total  emissions excluding LULUCF,2009,Thousands,107732.357,8175.369,7016.77,Total man-made emissions,28.771
83,Belgium,Total  emissions excluding LULUCF,2010,Thousands,114557.864,8151.525,7529.159,Total man-made emissions,30.254
84,Belgium,Total  emissions excluding LULUCF,2011,Thousands,105020.115,7916.441,6326.111,Total man-made emissions,24.498
85,Belgium,Total  emissions excluding LULUCF,2012,Thousands,102355.635,7874.137,6296.092,Total man-made emissions,24.778
86,Belgium,Total  emissions excluding LULUCF,2013,Thousands,102666.433,7723.211,6135.233,Total man-made emissions,25.242
87,Belgium,Total  emissions excluding LULUCF,2014,Thousands,96887.002,7577.638,6139.454,Total man-made emissions,20.57
88,Belgium,Total  emissions excluding LULUCF,2015,Thousands,101061.722,7589.981,5991.067,Total man-made emissions,21.787
89,Belgium,Total  emissions excluding LULUCF,2016,Thousands,99601.625,7544.44,5718.442,Total man-made emissions,21.56
90,Belgium,Total  emissions excluding LULUCF,2017,Thousands,99126.283,7386.823,5895.378,Total man-made emissions,19.814
91,Belgium,Total  emissions excluding LULUCF,2018,Thousands,99873.631,7313.037,5632.545,Total man-made emissions,18.743
92,Belgium,Total  emissions excluding LULUCF,2019,Thousands,99432.619,7241.601,5556.231,Total man-made emissions,18.072
93,Belgium,Total  emissions excluding LULUCF,2020,Thousands,90368.008,7098.807,5380.959,Total man-made emissions,16.686
94,Canada,Total  emissions excluding LULUCF,1990,Thousands,458218.336,91554.704,33194.515,Total man-made emissions,1682.019
95,Canada,Total  emissions excluding LULUCF,1991,Thousands,449959.72,93076.759,32093.985,Total man-made emissions,1630.67
96,Canada,Total  emissions excluding LULUCF,1992,Thousands,463758.64,97646.907,32918.822,Total man-made emissions,1595.657
97,Canada,Total  emissions excluding LULUCF,1993,Thousands,464311.598,100808.947,32731.106,Total man-made emissions,1574.071
98,Canada,Total  emissions excluding LULUCF,1994,Thousands,478726.314,104663.546,35418.965,Total man-made emissions,1611.059
99,Canada,Total  emissions excluding LULUCF,1995,Thousands,491386.794,109094.149,35891.474,Total man-made emissions,1554.528
100,Canada,Total  emissions excluding LULUCF,1996,Thousands,507510.733,112370.072,37740.19,Total man-made emissions,1563.682
101,Canada,Total  emissions excluding LULUCF,1997,Thousands,521839.964,114382.232,36752.435,Total man-made emissions,1600.259
102,Canada,Total  emissions excluding LULUCF,1998,Thousands,529649.543,115487.712,33022.634,Total man-made emissions,1417.403
103,Canada,Total  emissions excluding LULUCF,1999,Thousands,544063.78,117175.352,30578.392,Total man-made emissions,1428.37
104,Canada,Total  emissions excluding LULUCF,2000,Thousands,566690.447,119491.744,30162.526,Total man-made emissions,1386.606
105,Canada,Total  emissions excluding LULUCF,2001,Thousands,558777.507,119690.576,30087.817,Total man-made emissions,1356.754
106,Canada,Total  emissions excluding LULUCF,2002,Thousands,564050.931,119776.642,30367.494,Total man-made emissions,1280.748
107,Canada,Total  emissions excluding LULUCF,2003,Thousands,581305.32,120406.584,31453.544,Total man-made emissions,1281.644
108,Canada,Total  emissions excluding LULUCF,2004,Thousands,579592.044,122394.148,32761.098,Total man-made emissions,1247.919
109,Canada,Total  emissions excluding LULUCF,2005,Thousands,574653.628,124307.187,31858.987,Total man-made emissions,1244.391
110,Canada,Total  emissions excluding LULUCF,2006,Thousands,568450.936,126121.011,30111.911,Total man-made emissions,1251.572
111,Canada,Total  emissions excluding LULUCF,2007,Thousands,593515.764,123391.8,30588.122,Total man-made emissions,1331.003
112,Canada,Total  emissions excluding LULUCF,2008,Thousands,576558.336,121882.626,31241.139,Total man-made emissions,1394.297
113,Canada,Total  emissions excluding LULUCF,2009,Thousands,543967.59,115644.104,28328.924,Total man-made emissions,1278.532
114,Canada,Total  emissions excluding LULUCF,2010,Thousands,556560.518,115340.161,27715.417,Total man-made emissions,1347.808
115,Canada,Total  emissions excluding LULUCF,2011,Thousands,567054.133,115375.955,27793.827,Total man-made emissions,1386.86
116,Canada,Total  emissions excluding LULUCF,2012,Thousands,568223.147,117130.239,28883.256,Total man-made emissions,1491.81
117,Canada,Total  emissions excluding LULUCF,2013,Thousands,572613.311,117272.403,30108.734,Total man-made emissions,1506.118
118,Canada,Total  emissions excluding LULUCF,2014,Thousands,569839.687,118363.747,28940.171,Total man-made emissions,1501.461
119,Canada,Total  emissions excluding LULUCF,2015,Thousands,574298.19,115609.994,30129.229,Total man-made emissions,1509.742
120,Canada,Total  emissions excluding LULUCF,2016,Thousands,560525.313,111449.841,30661.147,Total man-made emissions,1501.788
121,Canada,Total  emissions excluding LULUCF,2017,Thousands,571544.619,111153.862,30135.599,Total man-made emissions,1503.195
122,Canada,Total  emissions excluding LULUCF,2018,Thousands,584369.116,111053.852,31442.685,Total man-made emissions,1510.902
123,Canada,Total  emissions excluding LULUCF,2019,Thousands,584714.184,108834.82,31564.378,Total man-made emissions,1508.466
124,Canada,Total  emissions excluding LULUCF,2020,Thousands,534863.824,91665.112,32763.175,Total man-made emissions,1432.171
125,Czech Republic,Total  emissions excluding LULUCF,1990,Thousands,164210.748,23372.303,9287.951,Total man-made emissions,298.485
126,Czech Republic,Total  emissions excluding LULUCF,1991,Thousands,148879.301,21812.992,7949.056,Total man-made emissions,233.773
127,Czech Republic,Total  emissions excluding LULUCF,1992,Thousands,145710.611,20396.278,7127.318,Total man-made emissions,191.876
128,Czech Republic,Total  emissions excluding LULUCF,1993,Thousands,140129.093,19489.384,6396.342,Total man-made emissions,174.437
129,Czech Republic,Total  emissions excluding LULUCF,1994,Thousands,132673.276,18348.503,6288.725,Total man-made emissions,136.302
130,Czech Republic,Total  emissions excluding LULUCF,1995,Thousands,131627.143,17926.27,6583.193,Total man-made emissions,120.417
131,Czech Republic,Total  emissions excluding LULUCF,1996,Thousands,135004.354,17751.837,6341.561,Total man-made emissions,121.083
132,Czech Republic,Total  emissions excluding LULUCF,1997,Thousands,130834.167,17320.886,6309.573,Total man-made emissions,95.546
133,Czech Republic,Total  emissions excluding LULUCF,1998,Thousands,125427.259,16616.965,6191.939,Total man-made emissions,70.055
134,Czech Republic,Total  emissions excluding LULUCF,1999,Thousands,116569.943,15872.875,5981.476,Total man-made emissions,51.755
135,Czech Republic,Total  emissions excluding LULUCF,2000,Thousands,127155.962,15053.568,6404.245,Total man-made emissions,49.94
136,Czech Republic,Total  emissions excluding LULUCF,2001,Thousands,127030.014,14806.086,6673.075,Total man-made emissions,50.638
137,Czech Republic,Total  emissions excluding LULUCF,2002,Thousands,123946.89,14551.257,6273.724,Total man-made emissions,47.283
138,Czech Republic,Total  emissions excluding LULUCF,2003,Thousands,127478.649,14514.845,5786.404,Total man-made emissions,47.371
139,Czech Republic,Total  emissions excluding LULUCF,2004,Thousands,128247.534,14040.693,6449.87,Total man-made emissions,47.045
140,Czech Republic,Total  emissions excluding LULUCF,2005,Thousands,125688.561,14537.662,6294.984,Total man-made emissions,43.48
141,Czech Republic,Total  emissions excluding LULUCF,2006,Thousands,126566.097,14790.514,6172.683,Total man-made emissions,43.938
142,Czech Republic,Total  emissions excluding LULUCF,2007,Thousands,128369.906,14310.804,6238.307,Total man-made emissions,42.271
143,Czech Republic,Total  emissions excluding LULUCF,2008,Thousands,122912.256,14394.765,6304.947,Total man-made emissions,40.889
144,Czech Republic,Total  emissions excluding LULUCF,2009,Thousands,115013.223,13753.41,5463.685,Total man-made emissions,41.889
145,Czech Republic,Total  emissions excluding LULUCF,2010,Thousands,117482.148,13980.457,5347.916,Total man-made emissions,44.969
146,Czech Republic,Total  emissions excluding LULUCF,2011,Thousands,115185.836,14009.616,5989.657,Total man-made emissions,43.216
147,Czech Republic,Total  emissions excluding LULUCF,2012,Thousands,111280.674,13999.838,5851.435,Total man-made emissions,43.435
148,Czech Republic,Total  emissions excluding LULUCF,2013,Thousands,106711.393,13401.216,5627.633,Total man-made emissions,43.917
149,Czech Republic,Total  emissions excluding LULUCF,2014,Thousands,104228.848,13398.364,5739.325,Total man-made emissions,41.284
150,Czech Republic,Total  emissions excluding LULUCF,2015,Thousands,104995.655,13398.778,6136.658,Total man-made emissions,40.795
151,Czech Republic,Total  emissions excluding LULUCF,2016,Thousands,106655.719,12688.065,6284.871,Total man-made emissions,39.586
152,Czech Republic,Total  emissions excluding LULUCF,2017,Thousands,107747.749,12493.814,6214.87,Total man-made emissions,40.514
153,Czech Republic,Total  emissions excluding LULUCF,2018,Thousands,106337.972,12380.539,5862.234,Total man-made emissions,39.363
154,Czech Republic,Total  emissions excluding LULUCF,2019,Thousands,101012.964,12091.433,5606.609,Total man-made emissions,35.3
155,Czech Republic,Total  emissions excluding LULUCF,2020,Thousands,91853.879,11518.664,5328.319,Total man-made emissions,32.357
156,Denmark,Total  emissions excluding LULUCF,1990,Thousands,54879.31,7953.579,8554.675,Total man-made emissions,23.695
157,Denmark,Total  emissions excluding LULUCF,1991,Thousands,65460.413,8143.881,8388.793,Total man-made emissions,25.154
158,Denmark,Total  emissions excluding LULUCF,1992,Thousands,59626.777,8212.887,8111,Total man-made emissions,24.514
159,Denmark,Total  emissions excluding LULUCF,1993,Thousands,61713.365,8406.239,7870.082,Total man-made emissions,24.803
160,Denmark,Total  emissions excluding LULUCF,1994,Thousands,65729.348,8286.705,7813.511,Total man-made emissions,24.109
161,Denmark,Total  emissions excluding LULUCF,1995,Thousands,62690.011,8361.863,7760.526,Total man-made emissions,23.866
162,Denmark,Total  emissions excluding LULUCF,1996,Thousands,76027.155,8471.975,7380.515,Total man-made emissions,23.737
163,Denmark,Total  emissions excluding LULUCF,1997,Thousands,66643.867,8355.846,7442.259,Total man-made emissions,22.835
164,Denmark,Total  emissions excluding LULUCF,1998,Thousands,62436.135,8409.346,7438.735,Total man-made emissions,20.837
165,Denmark,Total  emissions excluding LULUCF,1999,Thousands,59877.751,8302.535,7443.909,Total man-made emissions,20.3
166,Denmark,Total  emissions excluding LULUCF,2000,Thousands,55641.028,8229.369,7377.723,Total man-made emissions,20.845
167,Denmark,Total  emissions excluding LULUCF,2001,Thousands,57355.836,8468.647,7164.457,Total man-made emissions,20.903
168,Denmark,Total  emissions excluding LULUCF,2002,Thousands,56923.89,8410.537,7054.719,Total man-made emissions,20.325
169,Denmark,Total  emissions excluding LULUCF,2003,Thousands,62089.839,8432.461,6920.057,Total man-made emissions,21.274
170,Denmark,Total  emissions excluding LULUCF,2004,Thousands,56536.141,8256.832,6610.358,Total man-made emissions,21.092
171,Denmark,Total  emissions excluding LULUCF,2005,Thousands,52973.786,8016.149,5987.218,Total man-made emissions,21.515
172,Denmark,Total  emissions excluding LULUCF,2006,Thousands,60931.294,7906.758,5852.095,Total man-made emissions,21.981
173,Denmark,Total  emissions excluding LULUCF,2007,Thousands,56170.843,7878.584,6001.687,Total man-made emissions,24.06
174,Denmark,Total  emissions excluding LULUCF,2008,Thousands,52675.572,7760.371,6023.998,Total man-made emissions,23.33
175,Denmark,Total  emissions excluding LULUCF,2009,Thousands,50217.025,7625.179,5795.532,Total man-made emissions,21.162
176,Denmark,Total  emissions excluding LULUCF,2010,Thousands,50731.56,7688.695,5684.318,Total man-made emissions,21.24
177,Denmark,Total  emissions excluding LULUCF,2011,Thousands,45705.1,7523.341,5692.925,Total man-made emissions,19.22
178,Denmark,Total  emissions excluding LULUCF,2012,Thousands,41268.089,7415.126,5594.059,Total man-made emissions,18.178
179,Denmark,Total  emissions excluding LULUCF,2013,Thousands,43125.773,7324.779,5592.441,Total man-made emissions,17.957
180,Denmark,Total  emissions excluding LULUCF,2014,Thousands,38920.24,7283.483,5713.075,Total man-made emissions,16.55
181,Denmark,Total  emissions excluding LULUCF,2015,Thousands,36543.728,7209.887,5731.801,Total man-made emissions,17.134
182,Denmark,Total  emissions excluding LULUCF,2016,Thousands,38348.631,7272.915,5846.641,Total man-made emissions,17.014
183,Denmark,Total  emissions excluding LULUCF,2017,Thousands,36274.606,7271.068,5921.696,Total man-made emissions,15.87
184,Denmark,Total  emissions excluding LULUCF,2018,Thousands,36316.692,7314.495,5665.245,Total man-made emissions,14.571
185,Denmark,Total  emissions excluding LULUCF,2019,Thousands,32601.018,7148.22,5857.932,Total man-made emissions,13.09
186,Denmark,Total  emissions excluding LULUCF,2020,Thousands,29948.38,7164.729,5815.963,Total man-made emissions,12.308
187,Finland,Total  emissions excluding LULUCF,1990,Thousands,56914.337,7687.127,6361.593,Total man-made emissions,47.255
188,Finland,Total  emissions excluding LULUCF,1991,Thousands,55188.76,7669.114,6030.813,Total man-made emissions,42.634
189,Finland,Total  emissions excluding LULUCF,1992,Thousands,54265.059,7619.706,5601.034,Total man-made emissions,38.82
190,Finland,Total  emissions excluding LULUCF,1993,Thousands,56313.366,7660.182,5767.323,Total man-made emissions,35.452
191,Finland,Total  emissions excluding LULUCF,1994,Thousands,61732.669,7630.421,5877.729,Total man-made emissions,34.869
192,Finland,Total  emissions excluding LULUCF,1995,Thousands,58115.518,7425.681,5902.93,Total man-made emissions,31.871
193,Finland,Total  emissions excluding LULUCF,1996,Thousands,64033.059,7352.882,5950.428,Total man-made emissions,31.059
194,Finland,Total  emissions excluding LULUCF,1997,Thousands,62696.172,7272.353,5971.144,Total man-made emissions,30.437
195,Finland,Total  emissions excluding LULUCF,1998,Thousands,59351.464,7005.657,5792.473,Total man-made emissions,28.161
196,Finland,Total  emissions excluding LULUCF,1999,Thousands,58866.897,6834.095,5731.789,Total man-made emissions,28.368
197,Finland,Total  emissions excluding LULUCF,2000,Thousands,57009.923,6566.266,5809.162,Total man-made emissions,25.926
198,Finland,Total  emissions excluding LULUCF,2001,Thousands,62513.736,6433.664,5699.358,Total man-made emissions,26.723
199,Finland,Total  emissions excluding LULUCF,2002,Thousands,65040.97,6208.456,5735.59,Total man-made emissions,26.861
200,Finland,Total  emissions excluding LULUCF,2003,Thousands,72654.324,6004.623,5863.051,Total man-made emissions,27.152
201,Finland,Total  emissions excluding LULUCF,2004,Thousands,68939.111,5821.625,5953.431,Total man-made emissions,26.575
202,Finland,Total  emissions excluding LULUCF,2005,Thousands,57047.316,5583.071,6035.068,Total man-made emissions,25.894
203,Finland,Total  emissions excluding LULUCF,2006,Thousands,68370.69,5642.235,5849.475,Total man-made emissions,25.584
204,Finland,Total  emissions excluding LULUCF,2007,Thousands,66759.835,5517.382,5920.162,Total man-made emissions,24.424
205,Finland,Total  emissions excluding LULUCF,2008,Thousands,58620.999,5353.01,6078.814,Total man-made emissions,22.682
206,Finland,Total  emissions excluding LULUCF,2009,Thousands,55905.073,5287.114,5190.6,Total man-made emissions,21.888
207,Finland,Total  emissions excluding LULUCF,2010,Thousands,64080.758,5350.014,4784.116,Total man-made emissions,23.155
208,Finland,Total  emissions excluding LULUCF,2011,Thousands,56637.171,5178.326,4651.433,Total man-made emissions,20.46
209,Finland,Total  emissions excluding LULUCF,2012,Thousands,51145.686,5126.056,4641.058,Total man-made emissions,20.181
210,Finland,Total  emissions excluding LULUCF,2013,Thousands,51703.752,4992.139,4660.999,Total man-made emissions,19.505
211,Finland,Total  emissions excluding LULUCF,2014,Thousands,47595.831,4894.909,4717.151,Total man-made emissions,19.198
212,Finland,Total  emissions excluding LULUCF,2015,Thousands,44099.095,4857.046,4752.517,Total man-made emissions,17.403
213,Finland,Total  emissions excluding LULUCF,2016,Thousands,47181.861,4728.638,4745.849,Total man-made emissions,18.045
214,Finland,Total  emissions excluding LULUCF,2017,Thousands,44577.796,4611.025,4730.621,Total man-made emissions,17.454
215,Finland,Total  emissions excluding LULUCF,2018,Thousands,45796.461,4543.916,4697.873,Total man-made emissions,17.42
216,Finland,Total  emissions excluding LULUCF,2019,Thousands,42381.841,4492.788,4828.581,Total man-made emissions,16.209
217,Finland,Total  emissions excluding LULUCF,2020,Thousands,37595.927,4401.88,4721.768,Total man-made emissions,14.063
218,France,Total  emissions excluding LULUCF,1990,Thousands,400964.635,69559.978,64879.38,Total man-made emissions,420.266
219,France,Total  emissions excluding LULUCF,1991,Thousands,426478.614,70039.6,65470.238,Total man-made emissions,463.772
220,France,Total  emissions excluding LULUCF,1992,Thousands,415157.02,70124.265,65161.085,Total man-made emissions,446.883
221,France,Total  emissions excluding LULUCF,1993,Thousands,397075.643,70524.859,64413.31,Total man-made emissions,432.57
222,France,Total  emissions excluding LULUCF,1994,Thousands,391196.097,70394.107,64532.401,Total man-made emissions,397.155
223,France,Total  emissions excluding LULUCF,1995,Thousands,396061.74,70791.852,66091.097,Total man-made emissions,398.849
224,France,Total  emissions excluding LULUCF,1996,Thousands,411286.373,69883.165,67618.662,Total man-made emissions,410.479
225,France,Total  emissions excluding LULUCF,1997,Thousands,404145.466,68646.106,67552.812,Total man-made emissions,373.343
226,France,Total  emissions excluding LULUCF,1998,Thousands,424294.257,68695.84,60937.153,Total man-made emissions,366.557
227,France,Total  emissions excluding LULUCF,1999,Thousands,423145.035,68663.01,54882.905,Total man-made emissions,345.361
228,France,Total  emissions excluding LULUCF,2000,Thousands,418188.986,69026.567,53832.18,Total man-made emissions,317.091
229,France,Total  emissions excluding LULUCF,2001,Thousands,423443.915,68899.87,53523.483,Total man-made emissions,305.263
230,France,Total  emissions excluding LULUCF,2002,Thousands,420017.439,67321.22,50791.441,Total man-made emissions,284.277
231,France,Total  emissions excluding LULUCF,2003,Thousands,424895.687,66350.172,49009.195,Total man-made emissions,282.827
232,France,Total  emissions excluding LULUCF,2004,Thousands,426570.83,64989.975,47353.177,Total man-made emissions,268.52
233,France,Total  emissions excluding LULUCF,2005,Thousands,429561.365,64054.369,46451.49,Total man-made emissions,246.66
234,France,Total  emissions excluding LULUCF,2006,Thousands,419873.213,63517.28,45052.946,Total man-made emissions,220.761
235,France,Total  emissions excluding LULUCF,2007,Thousands,410400.759,63236.098,45113.18,Total man-made emissions,203.444
236,France,Total  emissions excluding LULUCF,2008,Thousands,404514.96,63509.612,44373.462,Total man-made emissions,196.002
237,France,Total  emissions excluding LULUCF,2009,Thousands,385238.039,62388.544,42792.877,Total man-made emissions,183.385
238,France,Total  emissions excluding LULUCF,2010,Thousands,391533.992,62090.602,40616.253,Total man-made emissions,187.406
239,France,Total  emissions excluding LULUCF,2011,Thousands,369674.773,60914.668,39016.707,Total man-made emissions,159.925
240,France,Total  emissions excluding LULUCF,2012,Thousands,371884.042,59680.235,39300.603,Total man-made emissions,164.681
241,France,Total  emissions excluding LULUCF,2013,Thousands,373645.232,59520.65,39066.25,Total man-made emissions,164.905
242,France,Total  emissions excluding LULUCF,2014,Thousands,342923.52,59233.231,40202.779,Total man-made emissions,141.816
243,France,Total  emissions excluding LULUCF,2015,Thousands,347527.792,58318.765,40033.495,Total man-made emissions,143.39
244,France,Total  emissions excluding LULUCF,2016,Thousands,351094.358,57892.048,38924.965,Total man-made emissions,143.397
245,France,Total  emissions excluding LULUCF,2017,Thousands,354045.608,57472.332,40298.667,Total man-made emissions,137.368
246,France,Total  emissions excluding LULUCF,2018,Thousands,339398.537,56702.774,38634.819,Total man-made emissions,129.194
247,France,Total  emissions excluding LULUCF,2019,Thousands,332962.152,56226.229,38211.63,Total man-made emissions,126.082
248,France,Total  emissions excluding LULUCF,2020,Thousands,295136.417,55122.811,36430.992,Total man-made emissions,113.033
